BMW 540 i,2018,"66,501 ","34,995",8-Speed Automatic,Gasoline , Rear-wheel Drive , Silver , WBAJE5C54JWA92979 ,,3.0L I6 24V GDI DOHC Turbo
Ford Fusion SE,2016,"56,247 ","20,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Shadow Black , 3FA6P0H99GR406013 ,,2.0L I4 16V GDI DOHC Turbo
Subaru WRX Base,2020,"13,898 ","30,400",6-Speed Manual,Gasoline , All-wheel Drive , Ice Silver Metallic , JF1VA1A60L9814876 ,,2.0L H4 16V GDI DOHC Turbo
Mercedes-Benz C-Class C 300,2016,"48,381 ","25,487",7-Speed Automatic,Gasoline , All-wheel Drive , Black , 55SWF4KB2GU136915 ,,2.0L I4 16V GDI DOHC Turbo
Alfa Romeo Giulia Quadrifoglio,2019,"23,729 ","61,950",8-Speed Automatic,Gasoline , Rear-wheel Drive , White Tri-Coat , ZARFAMEV8K7615379 ,,2.9L V6 24V GDI DOHC Twin Turbo
Mercedes-Benz AMG C 63 Base,2018,"31,641 ","62,998",7-Speed Automatic,Gasoline , RWD , Selenite Gray Metallic , 55SWF8GBXJU256680 ,,4.0L V8 32V GDI DOHC Twin Turbo
Audi A4 2.0T ultra Premium,2017,"99,181 ","19,998",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Brilliant Black , WAUGMAF45HN033638 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Camry LE,2019,"59,437 ","24,795",8-Speed Automatic,Gasoline , Front-wheel Drive , Black , 4T1B11HK9KU718347 ,,2.5L I4 16V PDI DOHC
Mercedes-Benz C-Class C 300,2018,"45,380 ","29,995",9-Speed Automatic,Gasoline , Rear-wheel Drive , Lunar Blue Metallic , 55SWF4JB6JU271260 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz E-Class E 300,2017,"76,095 ","30,500",9-Speed Automatic,Gasoline , Rear-wheel Drive , Obsidian Black Metallic , WDDZF4JB7HA096900 ,,2.0L I4 16V GDI DOHC Turbo
BMW M5 Base,2018,"30,509 ","75,837",8-Speed Automatic,Gasoline , All-wheel Drive , Bay Blue , WBSJF0C51JB283369 ,,4.4L V8 32V GDI DOHC Twin Turbo
Tesla Model S P100D,2017,"53,476 ","76,995",1-Speed Automatic,Electric , All-wheel Drive , – , 5YJSA1E46HF181917 , –,Electric
BMW 540 i,2017,"99,495 ","29,995",8-Speed Automatic,Gasoline , Rear-wheel Drive , Alpine White , WBAJE5C37HG478506 ,,3.0L I6 24V GDI DOHC Turbo
BMW 540 i,2018,"39,308 ","43,295",8-Speed Automatic,Gasoline , Rear-wheel Drive , Carbon Black Metallic , WBAJE5C51JWA97315 ,,3.0L I6 24V GDI DOHC Turbo
BMW M340 i,2020,"8,054 ","51,997",8-Speed Automatic,Gasoline , Rear-wheel Drive , White , WBA5U7C08LFH11428 ,,3.0L I6 24V GDI DOHC Turbo
Nissan Altima 2.5 SL,2018,"71,627 ","18,359",Automatic CVT,Gasoline , Front-wheel Drive , Black , 1N4AL3AP4JC217534 ,,2.5L I4 16V MPFI DOHC
Mercedes-Benz AMG CLA 45 Base 4MATIC,2018,"25,537 ","45,299",7-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Black , WDDSJ5CB7JN665570 ,,2.0L I4 16V GDI DOHC Turbo
Kia Rio S,2019,"62,690 ","16,698",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver , 3KPA24ABXKE167613 ,,1.6L I4 16V GDI DOHC
Alfa Romeo Giulia Base,2017,"31,527 ","27,358",8-Speed Automatic,Gasoline , Rear-wheel Drive , Alfa White , ZARFAEBN5H7550106 ,,2.0L I4 16V GDI SOHC Turbo
Acura TLX Technology,2021,867 ,"38,997",10-Speed Automatic,Gasoline , Front-wheel Drive , White , 19UUB5F45MA010334 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Camry LE,2017,"59,311 ","19,990",6-Speed Automatic,Gasoline , Front-wheel Drive , Predawn Gray Mica , 4T1BF1FK7HU715895 ,,2.5L I4 16V MPFI DOHC
Hyundai Elantra SEL,2019,"53,773 ","18,440",6-Speed Automatic,Gasoline , Front-wheel Drive , Lakeside Blue , 5NPD84LF6KH436150 ,,2.0L I4 16V MPFI DOHC
Acura ILX Premium & A-SPEC Packages,2018,"21,588 ","25,491",8-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Crystal Black Pearl , 19UDE2F84JA001838 ,,2.4L I4 16V GDI DOHC
Buick Regal Turbo Sport Touring,2017,"41,467 ","19,990",6-Speed Automatic,Gasoline , Front-wheel Drive , White Frost Tri-Coat , 2G4GL5EX7H9138544 ,,2.0L I4 16V GDI DOHC Turbo
Cadillac CT4 V-Series,2020,"6,370 ","47,585",10-Speed Automatic,Gasoline , Rear-wheel Drive , Black Raven , 1G6DD5RL7L0150758 ,,2.7L I4 16V GDI DOHC Turbo
Cadillac ATS-V Base,2018,"27,990 ","57,575",8-Speed Automatic,Gasoline , Rear-wheel Drive , Phantom Gray Metallic , 1G6AL5SY7J0175765 ,,3.6L V6 24V GDI DOHC Twin Turbo
Nissan Altima 2.5 SR,2016,"160,156 ","10,929",Automatic CVT,Gasoline , Front-wheel Drive , Brilliant Silver , 1N4AL3AP0GC173928 ,,2.5L I4 16V MPFI DOHC
Dodge Charger SRT Hellcat,2019,"21,534 ","70,665",8-Speed Automatic,Gasoline , Rear-wheel Drive , White Knuckle Clearcoat , 2C3CDXL96KH598389 ,,6.2L V8 16V MPFI OHV Supercharged
Mercedes-Benz C-Class C 300,2016,"81,723 ","23,888",7-Speed Automatic,Gasoline , Rear-wheel Drive , White , 55SWF4JB3GU133118 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz C-Class C 300,2016,"55,694 ","26,450",7-Speed Automatic,Gasoline , Rear-wheel Drive , Polar White , 55SWF4JB4GU172364 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz E-Class E 450 4MATIC,2020,"5,164 ","59,998",9-Speed Automatic,Gasoline , All-wheel Drive , Polar White , WDDZF6JB3LA725346 ,,3.0L V6 24V GDI DOHC Twin Turbo
Lexus ES 350 Base,2016,"39,218 ","31,997",6-Speed Automatic,Gasoline , Front-wheel Drive , Eminent White Pearl , JTHBK1GG9G2239426 ,,3.5L V6 24V MPFI DOHC
Nissan Maxima 3.5 Platinum,2017,"74,526 ","24,988",CVT,Gasoline , Front-wheel Drive , Deep Blue Pearl , 1N4AA6AP0HC373393 ,,V6 Cylinder Engine
Ford Fusion SE,2017,"102,689 ","12,655",6-Speed Automatic,Gasoline , Front-wheel Drive , Oxford White , 3FA6P0H75HR207668 ,,2.5L I4 16V MPFI DOHC
Mercedes-Benz C-Class C 300,2017,"53,978 ","28,983",7-Speed Automatic,Gasoline , Rear-wheel Drive , Selenite Gray Metallic , 55SWF4JB9HU194703 ,,2.0L I4 16V GDI DOHC Turbo
Chrysler 200 Limited,2017,"72,219 ","15,968",9-Speed Automatic,Gasoline , Front-wheel Drive , Granite Crystal Clearcoat Metallic , 1C3CCCAB2HN507054 ,,2.4L I4 16V MPFI SOHC
Ford Taurus SEL,2017,"57,745 ","18,722",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue Jeans Metallic , 1FAHP2E96HG109816 ,,2.0L I4 16V GDI DOHC Turbo
Lexus IS 200t Base,2017,"34,908 ","32,989",8-Speed Automatic,Gasoline , Rear-wheel Drive , Nebula Gray Pearl , JTHBA1D25H5043589 ,,2.0L I4 16V PDI DOHC Turbo
Tesla Model 3 Mid Range,2018,"19,626 ","46,989",1-Speed Automatic,Electric , Rear-wheel Drive , Gray , 5YJ3E1EA5JF158701 ,,Electric
BMW 340 i,2017,"47,880 ","32,171",8-Speed Automatic,Gasoline , Rear-wheel Drive , Jet Black , WBA8B3G37HNU36063 ,,3.0L I6 24V GDI DOHC Turbo
Kia Stinger Premium Collection,2019,"19,463 ","32,700",8-Speed Automatic,Gasoline , Rear-wheel Drive , Snow White Pearl , KNAE15LA1K6068292 ,,2.0L I4 16V GDI DOHC Turbo
Dodge Charger R/T,2018,"71,045 ","30,000",8-Speed Automatic,Gasoline , Rear-wheel Drive , White Knuckle Clearcoat , 2C3CDXCT9JH147161 ,,5.7L V8 16V MPFI OHV
INFINITI Q50 3.0t Sport,2018,"32,516 ","32,688",7-Speed Automatic,Gasoline , Rear-wheel Drive , Graphite Shadow , JN1EV7AP7JM362318 ,,3.0L V6 24V GDI DOHC Twin Turbo
BMW M6 Gran Coupe,2017,"34,222 ","59,994",7-Speed Automatic with Auto-Shift,Gasoline , Rear-wheel Drive , Singapore Gray Metallic , WBS6E9C50HG437306 ,,4.4L V8 32V GDI DOHC Twin Turbo
Kia Stinger Base,2018,"28,981 ","28,098",8-Speed Automatic,Gasoline , Rear-wheel Drive , Aurora Black , KNAE15LA3J6031095 ,,2.0L I4 16V GDI DOHC Turbo
Acura RLX Technology Package,2018,"33,949 ","34,080",10-Speed Automatic,Gasoline , Front-wheel Drive , Platinum White Pearl , JH4KC1F50JC000345 ,,3.5L V6 24V GDI SOHC
Kia Stinger Base,2019,"30,086 ","35,000",8-Speed Automatic,Gasoline , Rear-wheel Drive , Metal , KNAE15LA6K6047826 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz AMG C 43 Base 4MATIC,2017,"49,562 ","37,988",9-Speed Automatic,Gasoline , All-wheel Drive , Black , 55SWF6EB7HU182345 ,,3.0L V6 24V GDI DOHC Twin Turbo
Toyota Avalon XSE Nightshade,2021,"4,984 ","42,990",8-Speed Automatic,Gasoline , Front-wheel Drive , White , 4T1EZ1FB5MU061512 ,,3.5L V6 24V PDI DOHC
Lexus LS 500 LS 500,2018,"37,552 ","57,996",10-Speed Automatic,Gasoline , Rear-wheel Drive , MANGANESE LUSTER , JTHB51FFXJ5003096 ,,3.5L V6 24V PDI DOHC Twin Turbo
Tesla Model S 75D,2018,"30,725 ","70,990",1-Speed Automatic,Electric , All-wheel Drive , White , 5YJSA1E20JF291544 ,,Electric
Audi A6 3.0T Prestige,2019,"15,055 ","58,888",7-Speed Automatic with Auto-Shift,Gasoline , All-wheel Drive , Glacier White Metallic , WAUM2AF23KN070489 ,,3.0L V6 24V GDI DOHC Turbo
Jaguar XE 35t R-Sport,2017,"49,640 ","28,999",8-Speed Automatic,Gasoline , Rear-wheel Drive , Glacier White , SAJAF4BV2HA955540 ,,3.0L V6 24V GDI DOHC Supercharged
BMW 330 i,2020,"15,045 ","40,999",8-Speed Automatic,Gasoline , Rear-wheel Drive , Alpine White , 3MW5R1J06L8B28296 ,,2.0L I4 16V GDI DOHC Turbo
BMW 330 i,2019,"19,165 ","36,923",8-Speed Automatic,Gasoline , Rear-wheel Drive , Alpine White , WBA5R1C5XKAK12312 ,,2.0L I4 16V GDI DOHC Turbo
Ford Fusion Hybrid S,2016,"85,250 ","15,500",Automatic CVT,Hybrid , Front-wheel Drive , Oxford White , 3FA6P0UU5GR166484 ,,2.0L I4 16V MPFI DOHC Hybrid
Kia Optima S,2019,"12,983 ","27,499",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 5XXGT4L35KG372647 ,,2.4L I4 16V GDI DOHC
Cadillac CTS-V Base,2016,"27,442 ","71,989",8-Speed Automatic,Gasoline , Rear-wheel Drive , Black Raven , 1G6A15S6XG0111166 ,,6.2L V8 16V GDI OHV Supercharged
Subaru Impreza 2.0i,2018,"28,372 ","24,999",Automatic CVT,Gasoline , All-wheel Drive , Crystal White Silica , 4S3GKAA61J3621863 ,,2.0L H4 16V GDI DOHC
Chevrolet Impala Premier 2LZ,2017,"102,099 ","19,999",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 1G1145S36HU175699 ,,3.6L V6 24V GDI DOHC
Chevrolet Cruze LT,2017,"103,945 ","14,999",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 1G1BE5SM0H7201061 ,,1.4L I4 16V GDI DOHC Turbo
Nissan Altima 2.5 S,2017,"81,088 ","14,999",Automatic Xtronic CVT,Gasoline , Front-wheel Drive , Silver , 1N4AL3AP0HN356347 , –,2.5L I4 16V MPFI DOHC
Dodge Charger Scat Pack,2019,"32,896 ","44,999",8-Speed Automatic,Gasoline , Rear-wheel Drive , Black , 2C3CDXGJ7KH564112 ,,6.4L V8 16V MPFI OHV
Kia Stinger GT1,2021,"2,254 ","44,650",8-Speed Automatic,Gasoline , All-wheel Drive , Aurora Black , KNAE45LC5M6090064 ,,3.3L V6 24V GDI DOHC Twin Turbo
Audi A3 1.8T Premium,2016,"47,088 ","20,950",Automatic,Gasoline , Front-wheel Drive , Dakota Gray Metallic , WAUA7GFF3G1069691 ,,1.8L I4 16V GDI DOHC Turbo
Honda Accord Sport,2017,"67,007 ","23,991",Automatic CVT,Gasoline , Front-wheel Drive , Lunar Silver Metallic , 1HGCR2F54HA081688 ,,2.4L I4 16V GDI DOHC
Nissan Altima 2.5 SR,2019,"39,553 ","24,998",Automatic CVT,Gasoline , Front-wheel Drive , Sunset Drift Chromaflair , 1N4BL4CV5KN306282 ,,2.5L I4 16V GDI DOHC
Honda Civic Sport,2019,"28,065 ","25,780",Automatic CVT,Gasoline , Front-wheel Drive , Rallye Red , 2HGFC2F87KH550936 ,,2.0L I4 16V MPFI DOHC
Lexus ES 350 Base,2017,"30,853 ","29,999",Automatic,Gasoline , Front-wheel Drive , Nebula Gray Pearl , 58ABK1GG5HU048453 ,,Regular Unleaded V-6 3.5 L/211
Kia Optima S,2020,"14,671 ","26,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue , 5XXGT4L31LG412658 ,,2.4L I4 16V GDI DOHC
Hyundai Elantra SEL,2018,"13,043 ","21,998",6-Speed Automatic,Gasoline , FWD , Phantom Black , 5NPD84LF6JH399258 ,,2.0L I4 16V MPFI DOHC
Toyota Camry SE,2016,"40,104 ","20,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Gold , 4T1BF1FK4GU212940 ,,2.5L I4 16V MPFI DOHC
Lexus IS 200t Base,2016,"60,761 ","30,003",8-Speed Automatic,Gasoline , Rear-wheel Drive , – , JTHBA1D25G5015418 ,,2.0L I4 16V PDI DOHC Turbo
Toyota Corolla L,2018,"65,496 ","19,920",Automatic CVT,Gasoline , Front-wheel Drive , Red , 5YFBURHE6JP855522 ,,1.8L I4 16V MPFI DOHC
Honda Civic LX,2018,"26,810 ","23,998",Automatic CVT,Gasoline , FWD , Gray , 2HGFC2F56JH568123 ,,2.0L I4 16V MPFI DOHC
Tesla Model 3 Standard Range Plus,2019,"54,647 ","42,999",1-Speed Automatic,Electric , Rear-wheel Drive , Black , 5YJ3E1EA2KF399407 ,,Electric
Toyota Corolla SE,2017,"52,206 ","20,998",Automatic CVT,Gasoline , Front-wheel Drive , White , 5YFBURHE3HP685937 ,,1.8L I4 16V MPFI DOHC
Chevrolet Volt Premier,2018,"37,097 ","25,695",Automatic,Hybrid , Front-wheel Drive , Cajun Red Tintcoat , 1G1RD6S50JU139684 ,,Gas/Electric I4 1.5L/
Ford Taurus Limited,2019,"70,076 ","21,949",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver Ingot , 1FAHP2F8XKG107564 ,,3.5L V6 24V MPFI DOHC
Volvo S90 T5 Momentum,2017,"38,377 ","28,499",Automatic,Gasoline , Front-wheel Drive , Black Stone , YV1102AK8H1017855 ,,Intercooled Turbo Regular Unleaded I-4 2.0 L/120
Mazda Mazda6 Touring,2017,"35,185 ","26,988",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue Reflex Mica , JM1GL1V57H1107004 ,,2.5L I4 16V GDI DOHC
Hyundai Elantra Sport,2018,"24,080 ","24,998",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Galactic Gray , KMHD04LB0JU535731 ,,1.6L I4 16V GDI DOHC Turbo
Honda Accord EX,2017,"38,366 ","24,998",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 1HGCR2F74HA270598 ,,2.4L I4 16V GDI DOHC
Toyota Camry SE,2017,"32,157 ","23,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Gray , 4T1BF1FK3HU423578 ,,2.5L I4 16V MPFI DOHC
BMW 340 i,2018,"21,817 ","37,999",Automatic,Gasoline , Rear-wheel Drive , Mineral Grey Metallic , WBA8B3G58JNU36659 ,,Intercooled Turbo Premium Unleaded I-6 3.0 L/183
Toyota Corolla XSE,2019,"46,109 ","23,998",Automatic CVT,Gasoline , Front-wheel Drive , White , 5YFBURHE2KP881696 ,,1.8L I4 16V MPFI DOHC
Honda Civic EX,2018,"32,973 ","24,998",Automatic CVT,Gasoline , Front-wheel Drive , White , 2HGFC2F71JH507781 ,,2.0L I4 16V MPFI DOHC
Mercedes-Benz AMG E 53 Base 4MATIC,2019,"21,332 ","68,994",9-Speed Automatic,Gasoline , All-wheel Drive , Gray , WDDZF6BB7KA587081 ,,3.0L I6 24V GDI DOHC Turbo
Dodge Charger Daytona,2018,"6,905 ","39,999",Automatic,Gasoline , Rear-wheel Drive , Pitch Black Clearcoat , 2C3CDXCT6JH157145 ,,Regular Unleaded V-8 5.7 L/345
BMW 330 i xDrive,2018,"36,064 ","30,995",8-Speed Automatic,Gasoline , All-wheel Drive , Alpine White , WBA8D9C58JA608084 ,,2.0L I4 16V GDI DOHC Turbo
Honda Accord LX,2017,"35,906 ","20,499",Variable,Gasoline , Front-wheel Drive , Crystal Black Pearl , 1HGCR2F33HA252199 ,,Regular Unleaded I-4 2.4 L/144
Maserati Ghibli S GranSport,2018,"19,590 ","49,990",8-Speed Automatic,Gasoline , Rear-wheel Drive , White , ZAM57YSS7J1277038 ,,3.0L V6 24V GDI DOHC Twin Turbo
Toyota Camry Hybrid SE,2020,"14,963 ","32,998",Automatic CVT,Hybrid , Front-wheel Drive , Gray , 4T1G31AK0LU532983 ,,2.5L I4 16V PDI DOHC Hybrid
Ford Fusion SEL,2019,"45,548 ","22,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver , 3FA6P0CD6KR118163 ,,1.5L I4 16V GDI DOHC Turbo
Kia Cadenza Premium,2017,"39,741 ","23,590",8-Speed Automatic,Gasoline , Front-wheel Drive , White , KNALC4J11H5072260 ,,3.3L V6 24V GDI DOHC
Dodge Charger SXT,2016,"52,005 ","23,998",8-Speed Automatic,Gasoline , Rear-wheel Drive , White , 2C3CDXHG5GH328293 ,,3.6L V6 24V MPFI DOHC
Chrysler 200 Limited,2016,"35,035 ","19,998",9-Speed Automatic,Gasoline , FWD , Gray , 1C3CCCAB6GN179894 ,,2.4L I4 16V MPFI SOHC
Chevrolet Cruze LS,2019,"62,197 ","18,388",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 1G1BJ5SM3K7104780 ,,1.4L I4 16V GDI DOHC Turbo
Mercedes-Benz CLA 250 Base 4MATIC,2018,"25,856 ","29,585",7-Speed Automatic with Auto-Shift,E85 Flex Fuel , All-wheel Drive , Polar Silver Metallic , WDDSJ4GB0JN535344 ,,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
Mercedes-Benz E-Class E 300,2018,"29,936 ","40,347",9-Speed Automatic,Gasoline , Rear-wheel Drive , Polar White , WDDZF4JB6JA395560 ,,2.0L I4 16V GDI DOHC Turbo
BMW 530 i xDrive,2018,"24,223 ","37,499",Automatic,Gasoline , All-wheel Drive , Imperial Blue Metallic , WBAJA7C59JWA74064 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
Alfa Romeo Giulia,2017,"23,811 ","28,499",Automatic,Gasoline , All-wheel Drive , Montecarlo Blue Metallic , ZARFAEDN9H7547478 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
Hyundai Elantra SE,2018,"60,219 ","18,800",6-Speed Automatic,Gasoline , Front-wheel Drive , Scarlet Red , 5NPD74LF6JH394564 ,,2.0L I4 16V MPFI DOHC
Volvo S60 T6 Momentum,2020,"17,174 ","38,995",8-Speed A/T,Gasoline , All-wheel Drive , DENIUM BLUE , 7JRA22TK6LG072258 ,,4 Cylinder Engine
Volvo S60 Momentum,2019,"24,390 ","29,999",Automatic,Gasoline , Front-wheel Drive , Denim Blue Metallic , 7JR102FK4KG001950 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/120
Acura TLX V6,2019,"25,426 ","30,998",9-Speed Automatic,Gasoline , Front-wheel Drive , White , 19UUB2F30KA003178 ,,3.5L V6 24V GDI SOHC
BMW M550 i xDrive,2018,"29,188 ","58,888",8-Speed Automatic,Gasoline , All-wheel Drive , Bluestone Metallic , WBAJB9C53JB035211 ,,4.4L V8 32V GDI DOHC Twin Turbo
Jaguar XE 25t Prestige,2017,"47,425 ","27,998",8-Speed Automatic,Gasoline , Rear-wheel Drive , Ebony Black , SAJAE4BGXHA971215 ,,2.0L I4 16V GDI DOHC Turbo
Audi S6 Premium Plus,2018,"27,267 ","51,499",Automatic,Gasoline , All-wheel Drive , Gray , WAUFFAFC3JN108548 ,,Twin Turbo Premium Unleaded V-8 4.0 L/244
Hyundai Elantra SE,2016,"62,283 ","16,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Quartz White Pearl , 5NPDH4AE2GH718190 ,,1.8L I4 16V MPFI DOHC
Volkswagen Passat 2.0T R-Line,2020,"8,074 ","26,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Pure White , 1VWMA7A36LC020902 ,,2.0L I4 16V GDI DOHC Turbo
Chevrolet Malibu 1LS,2021,"13,054 ","24,989",Automatic CVT,Gasoline , Front-wheel Drive , Silver Ice Metallic , 1G1ZC5ST6MF040050 ,,1.5L I4 16V GDI DOHC Turbo
Kia Optima Plug-In Hybrid EX,2019,"19,594 ","31,990",6-Speed Automatic,Hybrid , Front-wheel Drive , White , KNAGV4LDXK5031684 , –,2.0L I4 16V GDI DOHC Hybrid
Hyundai Sonata SEL,2019,"61,197 ","25,490",6-Speed Automatic,Gasoline , Front-wheel Drive , Quartz White Pearl , 5NPE34AF9KH779010 ,,2.4L I4 16V GDI DOHC
Tesla Model 3 Long Range,2018,"22,915 ","50,999",Automatic,Electric , All-wheel Drive , Pearl White Multi-Coat , 5YJ3E1EB2JF094660 ,,Electric
Toyota Camry TRD,2021,"2,261 ","39,999",Automatic,Gasoline , Front-wheel Drive , Midnight Black Metallic , 4T1KZ1AK8MU054192 ,,Regular Unleaded V-6 3.5 L/211
Nissan Sentra NISMO,2017,"20,281 ","21,998",Automatic CVT,Gasoline , Front-wheel Drive , Silver , 3N1CB7AP1HY262786 ,,1.6L I4 16V GDI DOHC Turbo
Honda Civic Sport,2019,"6,804 ","28,998",Automatic CVT,Gasoline , Front-wheel Drive , White , 2HGFC2F80KH523044 ,,2.0L I4 16V MPFI DOHC
Volkswagen Passat 2.0T SEL Premium,2018,"17,600 ","25,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Tourmaline Blue Metallic , 1VWCA7A31JC030729 ,,2.0L I4 16V GDI DOHC Turbo
Honda Accord Sport,2019,"40,892 ","28,998",Automatic CVT,Gasoline , Front-wheel Drive , Gray , 1HGCV1F38KA153178 ,,1.5L I4 16V GDI DOHC Turbo
Honda Accord Sport 2.0T,2020,"23,206 ","32,998",10-Speed Automatic,Gasoline , Front-wheel Drive , Red , 1HGCV2F32LA026109 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Corolla LE Plus,2016,"54,463 ","17,999",Automatic CVT,Gasoline , Front-wheel Drive , White , 5YFBURHE4GP545801 , –,1.8L I4 16V MPFI DOHC
BMW 530e,2018,"32,457 ","39,888",–,– , – , Alpine White , WBAJA9C52JB251988 , –,–
Alfa Romeo Giulia Ti,2018,"15,085 ","33,500",8-Speed Automatic,Gasoline , Rear-wheel Drive , Rosso , ZARFAECNXJ7597216 ,,2.0L I4 16V GDI SOHC Turbo
Chevrolet Malibu LT,2018,"58,002 ","22,320",6-Speed Automatic,Gasoline , Front-wheel Drive , Silver , 1G1ZD5ST2JF276249 ,,1.5L I4 16V GDI DOHC Turbo
Chevrolet Malibu 1LS,2018,"37,414 ","22,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Blue , 1G1ZB5ST3JF210086 ,,1.5L I4 16V GDI DOHC Turbo
Toyota Mirai STD,2018,"22,122 ","15,988",Continuously Variable Transmission,B , – , ELEMENTAL SILVER MET , JTDBVRBD6JA005245 , –,FCV
Mercedes-Benz A-Class A 220,2019,"11,427 ","33,999",Automatic,Gasoline , All-wheel Drive , Black , WDD3G4FB1KW027562 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/121
Nissan Altima 2.0 Platinum,2020,"24,020 ","26,499",Variable,Gasoline , Front-wheel Drive , Pearl White Tricoat , 1N4AL4FV0LN306294 ,,Intercooled Turbo Regular Unleaded I-4 2.0 L/120
Honda Accord Sport 1.5T,2020,"27,333 ","29,999",Automatic CVT,Gasoline , Front-wheel Drive , Platinum White Pearl , 1HGCV1F3XLA023260 ,,1.5L I4 16V GDI DOHC Turbo
Buick LaCrosse Essence,2018,"62,214 ","22,499",9-Speed Automatic,Hybrid , Front-wheel Drive , White , 1G4ZP5SZXJU122429 ,,2.5L I4 16V GDI DOHC Hybrid
Lincoln Continental Reserve,2019,"11,956 ","51,590",6-Speed Automatic,Gasoline , All-wheel Drive , Beige , 1LN6L9NC4K5606234 ,,3.0L V6 24V GDI DOHC Twin Turbo
Honda Civic,2018,"41,129 ","25,439",Continuously Variable Transmission,– , – , Crystal Black Pearl , 2HGFC2F72JH508194 , –,–
Honda Accord LX 1.5T,2020,"11,112 ","28,998",Automatic CVT,Gasoline , Front-wheel Drive , Silver , 1HGCV1F12LA147005 ,,1.5L I4 16V GDI DOHC Turbo
Honda Accord Sport 2.0T,2021,"17,555 ","36,998",10-Speed Automatic,Gasoline , Front-wheel Drive , White , 1HGCV2F30MA016065 ,,2.0L I4 16V GDI DOHC Turbo
Mazda Mazda3 FWD w/Preferred Package,2019,"19,133 ","24,998",6-Speed Automatic,Gasoline , Front-wheel Drive , Soul Red Crystal Metallic , 3MZBPADL2KM110107 ,,2.5L I4 16V GDI DOHC
Chevrolet Malibu LT,2020,"11,453 ","27,998",Automatic CVT,Gasoline , Front-wheel Drive , White , 1G1ZD5ST9LF079484 ,,1.5L I4 16V GDI DOHC Turbo
Honda Accord LX,2018,"45,241 ","24,998",Automatic CVT,Gasoline , Front-wheel Drive , White , 1HGCV1F14JA061577 ,,1.5L I4 16V GDI DOHC Turbo
Honda Accord Touring,2018,"20,383 ","34,998",Automatic CVT,Gasoline , Front-wheel Drive , Kona Coffee Metallic , 1HGCV1F94JA102859 ,,1.5L I4 16V GDI DOHC Turbo
Audi A3 2.0T Premium,2017,"28,679 ","26,998",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , Glacier White Metallic , WAUAUGFF4H1039240 ,,2.0L I4 16V GDI DOHC Turbo
Nissan Altima 2.5 S,2018,"30,002 ","21,998",Automatic CVT,Gasoline , FWD , Glacier White , 1N4AL3AP2JC290787 ,,2.5L I4 16V MPFI DOHC
Subaru Impreza 2.0i Premium,2019,"11,816 ","22,897",Automatic CVT,Gasoline , All-wheel Drive , Crystal White Pearl , 4S3GKAC66K3624787 ,,2.0L H4 16V GDI DOHC
Mitsubishi Mirage G4 ES,2021,"1,411 ","18,450",Automatic CVT,Gasoline , Front-wheel Drive , Mystic Black Metallic , ML32FUFJ3MHF01511 , –,1.2L I3 12V MPFI DOHC
Hyundai Elantra SE,2017,"9,194 ","19,590",6-Speed Automatic,Gasoline , Front-wheel Drive , Shale Gray Metallic , 5NPD74LF8HH093711 ,,2.0L I4 16V GDI DOHC
Subaru Legacy 2.5i Limited,2017,"87,107 ","21,991",Automatic CVT,Gasoline , All-wheel Drive , Carbide Gray Metallic , 4S3BNAN69H3030315 ,,2.5L H4 16V MPFI DOHC
